,address,rent,beds,baths,borough,hood,elevator,doorman,laundry,furnished,sqft,page
471,Ridge,3350,2,1,Manhattan,Lower East Side,False,False,False,False,,2808
474,Water Street,3335,2,1,Manhattan,Financial District,True,True,False,False,,2808
475,Wall St.,3150,2,1,Manhattan,Financial District,True,True,True,False,,2808
476,Wall Street,2760,1,1,Manhattan,Financial District,True,True,False,False,,2808
477,Water Street,4000,3,1,Manhattan,Financial District,True,True,False,False,,2808
478,Gold Street,4400,3,1,Manhattan,Financial District,True,True,False,False,,2808
479,Water St.,2900,2,1,Manhattan,Financial District,True,True,False,False,,2808
481,Broad Street,3200,2,1,Manhattan,Financial District,False,False,True,False,,2808
482,Water St.,3045,2,1,Manhattan,Financial District,True,True,False,False,,2808
483,Wall Street,3150,2,1,Manhattan,Financial District,True,True,False,False,,2808
484,Exchange Place,2550,Studio,1,Manhattan,Financial District,True,True,False,False,,2808
485,Water Street,4225,3,1,Manhattan,Financial District,True,True,False,False,,2808
486,John Street,2550,Studio,1,Manhattan,Financial District,False,True,False,False,,2808
487,Exchange Place,2452,Studio,1,Manhattan,Financial District,True,True,False,False,,2808
488,Exchange Place,2520,1,1,Manhattan,Financial District,True,True,False,False,,2808
490,Madison Ave,5000,2,1,Manhattan,Murray Hill,True,True,True,False,,2807
491,Nassau Street,2713,Studio,1,Brooklyn,Downtown Brooklyn,False,True,False,False,482,2807
492,Lafayette Avenue,2380,Studio,1,Brooklyn,Clinton Hill,False,False,False,False,,2807
493,York Ave.,4795,1,1,Manhattan,Upper East Side,True,True,False,False,,2807
494,E 7th St.,6218,4,1,Manhattan,East Village,True,False,True,False,,2807
495,W St,4477,3,1,Manhattan,Governors Island,True,True,False,False,,2807
496,Water,3092,2,1,Manhattan,Financial District,True,True,False,False,,2807
497,West St.,3800,3,1,Manhattan,Financial District,True,True,False,False,,2807
501,E 75th St,2450,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2807
502,E 82nd St,2295,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2807
503,E 81st St,2395,1,1,Manhattan,Yorkville,False,False,False,False,,2807
504,Gold St.,3410,2,1,Manhattan,Financial District,True,True,False,False,,2807
505,Prince Street,4350,2,1,Manhattan,NoLita,False,False,True,True,,2807
506,Wall St.,3589,3,1,Manhattan,Financial District,True,True,False,False,,2807
507,West St.,3583,3,1,Manhattan,Financial District,True,True,False,False,,2807
508,Water,5700,4,2,Manhattan,Financial District,True,True,False,False,,2807
509,West St.,3875,3,1,Manhattan,Financial District,True,True,False,False,900,2807
510,East Houston Street,3250,Studio,1,Manhattan,Lower East Side,True,True,True,False,,2806
511,Waverly Avenue,3378,3,1,Brooklyn,Clinton Hill,False,False,False,False,,2806
512,4th Ave,3995,1,1,Manhattan,Greenwich Village,True,True,False,False,,2806
513,Greenwich Street,3900,1,1,Manhattan,Financial District,False,False,False,False,,2806
514,West 60th Street,2650,Studio,1,Manhattan,Lincoln Square,False,True,False,False,400,2806
515,Kent Avenue,3233,1,1,Brooklyn,Bedford-Stuyvesant,True,True,True,False,719,2806
516,Fleet Place,3810,1,1,Brooklyn,Downtown Brooklyn,False,True,False,False,731,2806
517,Lafayette Avenue,2385,Studio,1,Brooklyn,Clinton Hill,False,False,False,False,,2806
525,E Houston St.,3250,Studio,1,Manhattan,Lower East Side,True,True,True,True,,2806
526,Fourth Avenue,3650,Studio,1,Manhattan,Greenwich Village,True,True,False,False,,2806
527,E Houston St.,4615,1,1,Manhattan,Lower East Side,True,True,False,False,,2806
528,Greenwich Street,4700,2,1,Manhattan,Financial District,False,False,False,False,,2806
529,East 21st Street,4995,2,1,Manhattan,Flatiron District,True,True,True,False,,2806
531,141 Columbia Hts,3100,1,1,Brooklyn,Brooklyn Heights,True,False,False,False,,2804
532,Water St,3900,1,1,Manhattan,Financial District,True,True,False,False,650,2804
533,West 13th St,5750,2,1,Manhattan,West Village,True,False,False,False,,2804
534,East 13th St,5596,3,1,Manhattan,East Village,False,False,True,False,,2804
535,1 Blue Slip,2898,Studio,1,Brooklyn,Greenpoint,False,False,False,False,,2804
536,East 57th St,3695,1,1,Manhattan,Sutton Place,True,True,False,False,,2804
537,Park Avenue,4446,1,1,Manhattan,Murray Hill,True,True,False,False,,2804
538,East 5th Street,3111,1,1,Manhattan,East Village,False,False,False,False,,2804
539,Fleet Place,4029,1,1,Brooklyn,Downtown Brooklyn,False,True,False,False,705,2804
540,Nassau Street,3410,1,1,Brooklyn,Downtown Brooklyn,False,True,False,False,745,2804
542,Water St,5100,Studio,2,Manhattan,Financial District,True,True,False,False,1326,2803
543,Columbus Pl,3483,1,1,Manhattan,Theater District,True,True,False,False,,2803
544,West 15th St,4395,1,1,Manhattan,Chelsea,True,False,False,False,,2803
545,1 Blue Slip,5418,2,2,Brooklyn,Greenpoint,False,False,False,False,,2803
546,Dekalb Avenue,5290,2,2,Brooklyn,Fort Greene,False,True,False,False,,2803
547,Madison Avenue,3595,1,1,Manhattan,NoMad,True,True,False,False,,2803
548,Gold St,3150,1,1,Brooklyn,Downtown Brooklyn,True,True,True,False,,2803
549,West End Avenue,6800,2,2,Manhattan,Lincoln Square,False,False,True,False,,2803
550,West 21st St,4779,1,1,Manhattan,Chelsea,True,True,False,False,590,2803
551,Wall St,5250,1,1,Manhattan,Financial District,True,True,False,False,1011,2803
552,Park Avenue,6229,2,2,Manhattan,Murray Hill,True,True,False,False,,2803
559,1365 Dean Street Apt 2,1650,Studio,1,Brooklyn,Crown Heights,False,False,False,False,,2802
560,Pine Street,3225,2,1,Manhattan,Financial District,True,True,False,False,,2800
561,East 34th Street,4475,3,2,Manhattan,Murray Hill,True,True,True,False,,2800
562,Dekalb Avenue,2300,2,1,Brooklyn,Bedford-Stuyvesant,False,False,False,False,,2800
563,136 Utica Avenue Apt 8,1950,2,1,Brooklyn,Weeksville,False,False,False,False,,2800
564,35 Avenue,2400,3,2,Queens,Murray Hill,True,False,False,False,,2800
565,39 Avenue,2175,1,1,Queens,Woodside,False,False,False,False,,2800
566,E 54th St,3695,2,1,Manhattan,Midtown East,False,False,False,False,,2800
567,BE THE FIRST TENANT IN LUXURY ...,2700,Studio,1,Manhattan,Financial District,True,True,True,False,580,2800
569,Amsterdam Avenue,3835,1,1,Manhattan,Manhattan Valley,True,True,True,False,642,2800
570,West Street & Carlisle,2935,2,1,Manhattan,Financial District,True,True,False,False,,2800
571,East 63,4200,2,1,Manhattan,Upper East Side,True,True,False,False,,2800
572,50 Lefferts Place Apt 1,2150,1,1,Brooklyn,Clinton Hill,False,False,False,False,,2800
573,159 West 24th St,3950,Studio,1,Manhattan,Chelsea,True,True,False,False,556,2800
574,Dean Street At Carlton,1750,Share,1,Brooklyn,Prospect Heights,True,False,False,False,405,2799
575,626 1st Ave Apt E33G,9040,3,2,Manhattan,Murray Hill,True,True,False,False,,2799
576,Schermerhorn Street,4025,2,2,Brooklyn,Downtown Brooklyn,True,True,False,False,1051,2798
577,QueensBoro Plaza north,3650,2,1,Queens,Long Island City,True,True,False,False,850,2798
578,Thompson Street,2850,2,1,Manhattan,Greenwich Village,False,False,False,False,,2798
579,Classon Avenue,2550,2,1,Brooklyn,Clinton Hill,False,False,False,False,,2798
580,W 57-3 BR FLEX*FULL WALL**,4395,3,2,Manhattan,Hell's Kitchen,True,True,True,False,,2798
581,East 86th Street,5000,4,1,Manhattan,Yorkville,True,True,True,False,,2797
582,69 Street,2800,3,1,Queens,Woodside,False,False,False,False,,2797
583,Center Boulevard,3550,1,1,Queens,Hunters Point,True,True,False,False,766,2797
584,Wall Street & William Street,2725,2,1,Manhattan,Financial District,True,True,False,False,,2797
585,99 John Street Apt 01103,2800,Studio,1,Manhattan,Financial District,True,True,False,False,521,2796
586,Center Boulevard,3725,1,1,Queens,Hunters Point,True,True,False,False,774,2796
587,2 Bed 2 Bath IN FANCY DESIGNER...,6000,3,2,Manhattan,Financial District,True,True,True,False,1100,2796
588,461 Dean Street # 17q Apt 17Q...,2890,Studio,1,Brooklyn,Prospect Heights,True,True,False,False,,2796
589,Long Island City,3000,1,1,Queens,Long Island City,True,True,True,False,650,2796
590,1 Hanover Square Apt 2010,2900,2,1,Manhattan,Financial District,True,True,True,False,660,2795
591,44 Street,1750,1,1,Queens,Astoria,False,False,False,False,,2795
593,Renovated Bronx 2BR.,1575,2,1,Bronx,Norwood,False,False,False,False,,2795
594,West Street,6250,3,2,Manhattan,Financial District,True,True,False,False,1200,2794
598,Murray Street,8300,4,2,Manhattan,Tribeca,True,True,True,False,1377,2793
599,Hanover Square,4200,3,1,Manhattan,Financial District,True,True,True,False,1200,2793
604,Murray Street,7000,3,2,Manhattan,Tribeca,True,True,True,False,,2792
605,East 47th Street,6800,4,2,Manhattan,Turtle Bay,True,True,False,False,,2792
607,East 29th Street,3400,2,1,Manhattan,Kips Bay,True,True,True,False,,2792
608,Murray Street,4700,3,2,Manhattan,Tribeca,True,True,True,False,,2792
609,East 86th Street,4100,3,1,Manhattan,Yorkville,True,True,True,False,,2792
610,Third Avenue,4200,3,2,Manhattan,Rose Hill,True,False,False,False,,2792
611,Water Street,5445,4,2,Manhattan,Financial District,True,True,True,False,,2792
612,East 34th Street,3400,2,1,Manhattan,Kips Bay,True,True,False,False,,2792
613,Wall Street,3600,3,1,Manhattan,Financial District,True,True,True,False,,2792
614,Water Street,3000,2,1,Manhattan,Financial District,True,True,True,False,,2792
615,Wall Street,2700,2,1,Manhattan,Financial District,True,True,True,False,,2792
616,River Place,2720,Studio,1,Manhattan,Hell's Kitchen,False,True,True,False,,2792
617,West 43rd Street,2600,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,,2792
618,10th Avenue,2550,Studio,1,Manhattan,Hell's Kitchen,True,True,True,False,,2792
619,River Terrace,4000,3,1,Manhattan,Battery Park City,True,True,True,False,,2792
620,West 42nd Street,3300,1,1,Manhattan,Theater District,True,True,True,False,,2792
621,East 52nd Street,3300,2,1,Manhattan,Turtle Bay,True,True,True,False,,2792
622,John Street,2900,1,1,Manhattan,Financial District,True,True,True,False,,2792
623,West 57th Street,3400,1,1,Manhattan,Hell's Kitchen,True,True,True,False,,2792
624,East 78th Street,1900,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2791
625,John Street,4900,4,2,Manhattan,Financial District,True,True,True,False,,2791
628,East 80th Street,2000,1,1,Manhattan,Upper East Side,False,False,False,False,,2791
629,East 55th Street,2000,Studio,1,Manhattan,Midtown East,True,False,False,False,,2791
630,Second Avenue,2600,Studio,1,Manhattan,East Village,True,True,True,False,,2791
631,East 24th Street,2750,1,1,Manhattan,Rose Hill,True,False,True,False,,2791
632,Saint Nicholas Avenue,2300,2,1,Manhattan,Hamilton Heights,False,False,False,False,,2791
633,East 58th Street,3100,2,1,Manhattan,Midtown East,False,False,False,False,,2791
634,East 55th Street,2300,Studio,1,Manhattan,Sutton Place,True,False,False,False,,2791
635,East 58th Street,2400,1,1,Manhattan,Midtown East,False,False,False,False,,2791
636,East 56th Street,2400,Studio,1,Manhattan,Midtown East,True,True,False,False,,2791
637,East 39th Street,2450,Studio,1,Manhattan,Murray Hill,True,True,True,False,,2791
638,Gold Street,4250,3,1,Manhattan,Financial District,True,True,True,False,,2791
639,Water Street,2600,2,1,Manhattan,Financial District,True,True,True,False,,2791
640,Dutch Street,2850,2,1,Manhattan,Financial District,False,True,True,False,,2791
641,Dutch Street,3100,1,1,Manhattan,Financial District,False,True,True,False,,2791
642,Murray Street,6400,4,2,Manhattan,Tribeca,True,True,True,False,,2791
643,Exchange Place,2800,2,1,Manhattan,Financial District,True,True,True,False,,2791
644,East 53rd Street,2400,1,1,Manhattan,Midtown East,False,False,False,False,,2790
645,Water Street,2600,1,1,Manhattan,Financial District,True,True,True,False,,2790
647,East 38th Street,2550,1,1,Manhattan,Murray Hill,False,False,False,False,,2790
648,Hanover Square,2700,1,1,Manhattan,Financial District,True,True,True,False,,2790
649,East 89th Street,2450,1,1,Manhattan,Carnegie Hill,False,False,True,False,,2790
650,East 52nd Street,2200,Studio,1,Manhattan,Turtle Bay,False,False,False,False,,2790
651,East 46th Street,2100,Studio,1,Manhattan,Turtle Bay,False,False,False,False,,2790
652,East 25th Street,2250,Studio,1,Manhattan,Kips Bay,True,False,False,False,,2790
653,Center Boulevard,4500,2,2,Queens,Hunters Point,True,True,False,False,,2790
654,Second Avenue,2200,Studio,1,Manhattan,Rose Hill,False,False,False,False,,2790
655,Irving Place,2350,Studio,1,Manhattan,Gramercy Park,False,False,False,False,,2790
656,E 51st St.,2100,Studio,1,Manhattan,Turtle Bay,False,False,False,False,,2790
657,Center Boulevard,5525,3,2,Queens,Hunters Point,True,True,False,False,,2790
658,East 50th Street,2900,2,1,Manhattan,Turtle Bay,False,False,False,False,,2790
659,East 61st Street,2000,Studio,1,Manhattan,Upper East Side,False,False,False,False,,2790
660,East 55th Street,2400,1,1,Manhattan,Sutton Place,True,False,False,False,,2790
661,East 91st Street,2500,2,1,Manhattan,Yorkville,False,False,False,False,,2790
663,River Terrace,2995,1,1,Manhattan,Battery Park City,True,True,True,False,,2790
664,East 88th Street,2350,1,1,Manhattan,Yorkville,False,False,False,False,,2789
665,Gold Street,3115,2,1,Manhattan,Financial District,True,True,False,False,,2789
666,East 50th Street,2600,1,1,Manhattan,Turtle Bay,False,False,True,False,,2789
667,East 46th Street,3100,2,1,Manhattan,Turtle Bay,False,False,False,False,,2789
668,East 46th Street,2200,Studio,1,Manhattan,Turtle Bay,True,True,True,False,,2789
670,York Ave,1900,Studio,1,Manhattan,Yorkville,True,False,True,False,,2789
671,E 51st St.,2200,Studio,1,Manhattan,Turtle Bay,False,False,False,False,,2789
672,East 67th Street,2200,Studio,1,Manhattan,Lenox Hill,True,False,True,False,,2789
673,E 95 St,2350,1,1,Manhattan,Yorkville,False,False,True,False,,2789
674,Gold Street,3150,2,1,Manhattan,Financial District,True,True,False,False,,2789
675,John Street,3650,3,1,Manhattan,Financial District,True,True,True,False,,2789
676,East 25th Street,2525,1,1,Manhattan,NoMad,False,False,True,False,,2789
678,East 50th Street,3000,2,1,Manhattan,Turtle Bay,False,False,False,False,,2789
679,Cliff Street,3095,1,1,Manhattan,Financial District,True,True,True,False,,2789
680,East 89th Street,2300,Studio,1,Manhattan,Upper East Side,True,False,False,False,,2789
682,East 46th Street,2600,1,1,Manhattan,Turtle Bay,True,True,True,False,,2789
683,East 50th Street,2300,Studio,1,Manhattan,Turtle Bay,False,False,True,False,,2789
684,Maiden Lane,2595,Studio,1,Manhattan,Financial District,True,True,True,False,,2788
685,East 58th Street,3300,2,1,Manhattan,Sutton Place,False,False,True,False,,2788
686,John Street,3000,1,1,Manhattan,Financial District,True,True,True,False,,2788
687,John Street,2510,Studio,1,Manhattan,Financial District,True,True,True,False,,2788
688,Hanover Square,5400,4,2,Manhattan,Financial District,True,True,True,False,,2788
689,John Street,3760,3,2,Manhattan,Financial District,True,True,True,False,,2788
690,Wall Street,5000,4,2,Manhattan,Financial District,True,True,True,False,,2788
691,Exchange Place,5000,4,2,Manhattan,Financial District,True,True,True,False,,2788
692,East 87th Street,1899,1,1,Manhattan,Upper East Side,False,False,False,False,,2788
693,West Street,2600,1,1,Manhattan,Financial District,True,True,True,False,,2788
694,East 53rd Street,2100,Studio,1,Manhattan,Midtown East,False,False,False,False,,2788
696,River Terrace,5900,4,2,Manhattan,Battery Park City,True,True,True,False,,2788
697,East 53rd Street,3500,2,2,Manhattan,Midtown East,False,False,False,False,,2788
698,East 53rd Street,3300,2,1,Manhattan,Midtown East,False,False,False,False,,2788
699,River Terrace,3500,2,1,Manhattan,Battery Park City,True,True,True,False,,2788
700,East 35th Street,3100,2,1,Manhattan,Murray Hill,False,False,True,False,,2788
701,Murray Street,7200,4,2,Manhattan,Tribeca,True,True,True,False,,2788
702,East 52nd Street,2700,1,1,Manhattan,Turtle Bay,False,False,True,False,,2788
703,East 55th Street,2400,Studio,1,Manhattan,Sutton Place,True,False,False,False,,2788
704,Wall Street,4900,4,2,Manhattan,Financial District,True,True,True,False,,2787
706,Murray Street,3795,2,1,Manhattan,Tribeca,True,True,True,False,,2787
707,Wall Street,3100,2,1,Manhattan,Financial District,True,True,True,False,,2787
708,West Street,3500,3,1,Manhattan,Financial District,True,True,True,False,,2787
709,River Terrace,4100,3,1,Manhattan,Battery Park City,True,True,True,False,,2787
710,Washington Street,2750,2,1,Manhattan,Financial District,True,True,True,False,,2787
711,John Street,3700,3,1,Manhattan,Financial District,True,True,True,False,,2787
712,Worth Street,3000,1,1,Manhattan,Civic Center,True,True,False,False,,2787
713,Worth Street,3495,2,1,Manhattan,Civic Center,True,True,False,False,,2787
714,Gold Street,2650,1,1,Manhattan,Financial District,True,True,True,False,,2787
715,Water Street,3650,2,1,Manhattan,Financial District,True,True,True,False,,2787
716,Water Street,2500,1,1,Manhattan,Financial District,True,True,True,False,,2787
717,Water Street,3400,3,1,Manhattan,Financial District,True,True,True,False,,2787
718,Maiden Lane,2700,2,1,Manhattan,Financial District,True,True,True,False,,2787
719,West Street,5000,4,2,Manhattan,Financial District,True,True,True,False,,2787
720,Gold Street,5050,4,2,Manhattan,Financial District,True,True,True,False,,2787
721,Murray Street,7600,4,2,Manhattan,Tribeca,True,True,True,False,,2787
722,Murray Street,3275,Studio,1,Manhattan,Tribeca,True,True,True,False,,2787
723,John Street,2500,Studio,1,Manhattan,Financial District,True,True,True,False,,2787
724,E 5th St.,3552,2,1,Manhattan,East Village,True,False,True,False,,2786
725,W 15th St,3713,Studio,1,Manhattan,Chelsea,False,False,True,False,,2786
726,E 25th St.,2839,1,1,Manhattan,NoMad,False,False,True,False,,2786
727,West Street,2900,2,1,Manhattan,Financial District,True,True,True,False,,2786
729,E 13th St,3463,2,1,Manhattan,East Village,False,False,False,False,,2786
730,East 5th Street,3551,2,1,Manhattan,East Village,False,False,True,False,,2786
731,Mott St.,3333,1,1,Manhattan,NoLita,False,False,True,False,,2786
732,Water Street,2625,1,1,Manhattan,Financial District,True,True,True,False,,2786
733,Water Street,3600,3,1,Manhattan,Financial District,True,True,True,False,,2786
734,Murray Street,4000,2,1,Manhattan,Tribeca,True,True,True,False,,2786
735,John Street,3350,2,1,Manhattan,Financial District,True,True,True,False,,2786
736,Wall Street,3650,3,1,Manhattan,Financial District,True,True,True,False,,2786
737,Water Street,5100,4,2,Manhattan,Financial District,True,True,True,False,,2786
738,Gold Street,4590,2,2,Manhattan,Financial District,True,True,True,False,,2786
739,West Street,2850,2,1,Manhattan,Financial District,True,True,True,False,,2786
740,Murray Street,5400,4,2,Manhattan,Tribeca,True,True,True,False,,2786
